,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
549,549,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",sm,"well i have to say that the pallbearers wore blue shirts and khaki pants , that s pretty cool
",Nucleus Decoding (p = 0.5),0,3,2,2,0,2,poor,moderate,poor,poor,poor,poor,0.999919401,0.999918087,0.998684978,0.243571263,0.075053464,0.663429438,58.28983688,0.456788333,-1.677575111,-0.863608181,0.024339334,0.587660846,0.813877046,0.774677992,0.793793857,0.876274943,0.910694778,0.893153369,0.533333333,0.533333333,0.533333333,18.150675,17.60340619,8.971513234,6.190480137,8.789692879,9.501887321,-3.509795001,-4.009976925,0.003822365
550,550,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",fl,"well i have to say that the pallbearers wore blue shirts and khaki pants , that s pretty cool
",Nucleus Decoding (p = 0.5),0,1,1,1,1,1,poor,poor,poor,poor,poor,poor,0.999919401,0.999918087,0.998684978,0.243571263,0.075053464,0.663429438,58.28983688,0.456788333,-1.677575111,-0.863608181,0.024339334,0.587660846,0.813877046,0.774677992,0.793793857,0.876274943,0.910694778,0.893153369,0.533333333,0.533333333,0.533333333,18.150675,17.60340619,8.971513234,6.190480137,8.789692879,9.501887321,-3.509795001,-4.009976925,0.003822365
551,551,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",yf,"well i have to say that the pallbearers wore blue shirts and khaki pants , that s pretty cool
",Nucleus Decoding (p = 0.5),1,1,1,2,1,1,poor,poor,poor,poor,poor,poor,0.999919401,0.999918087,0.998684978,0.243571263,0.075053464,0.663429438,58.28983688,0.456788333,-1.677575111,-0.863608181,0.024339334,0.587660846,0.813877046,0.774677992,0.793793857,0.876274943,0.910694778,0.893153369,0.533333333,0.533333333,0.533333333,18.150675,17.60340619,8.971513234,6.190480137,8.789692879,9.501887321,-3.509795001,-4.009976925,0.003822365
552,552,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",sm,"yes , they wore blue shirts and khaki pants in the billy mays funeral
",Nucleus Decoding (p = 0.7),1,3,1,2,0,3,poor,moderate,poor,poor,poor,moderate,0.999800596,0.99983966,0.999638076,0.691871316,0.048506235,0.747931177,144.883667,0.461736631,-1.915278435,0.050480615,0.011511896,0.738931298,0.814995885,0.745533407,0.77871871,0.95173502,0.932974994,0.942261636,0.8,0.8,0.8,14.44033831,14.56813717,8.907992065,7.750967126,8.306410789,10.8548708,-3.521319545,-4.12891502,0.006509732
553,553,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",fl,"yes , they wore blue shirts and khaki pants in the billy mays funeral
",Nucleus Decoding (p = 0.7),0,1,1,1,1,1,poor,poor,poor,poor,poor,poor,0.999800596,0.99983966,0.999638076,0.691871316,0.048506235,0.747931177,144.883667,0.461736631,-1.915278435,0.050480615,0.011511896,0.738931298,0.814995885,0.745533407,0.77871871,0.95173502,0.932974994,0.942261636,0.8,0.8,0.8,14.44033831,14.56813717,8.907992065,7.750967126,8.306410789,10.8548708,-3.521319545,-4.12891502,0.006509732
554,554,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",yf,"yes , they wore blue shirts and khaki pants in the billy mays funeral
",Nucleus Decoding (p = 0.7),1,2,1,1,1,1,poor,poor,poor,poor,poor,poor,0.999800596,0.99983966,0.999638076,0.691871316,0.048506235,0.747931177,144.883667,0.461736631,-1.915278435,0.050480615,0.011511896,0.738931298,0.814995885,0.745533407,0.77871871,0.95173502,0.932974994,0.942261636,0.8,0.8,0.8,14.44033831,14.56813717,8.907992065,7.750967126,8.306410789,10.8548708,-3.521319545,-4.12891502,0.006509732
555,555,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",sm,"china is adopting many aspects of american culture . not sure if that 's a good thing though . i heard at billy mays ' funeral , the pallbearers wore blue shirts and khakis , which i find to be disgraceful .",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.95833961,0.958509245,0.853402405,1.753246959,0.980219738,1.100743591,69.85651398,0.25168959,-1.333730459,-1.045624495,0.045558087,0.752969951,0.831628084,0.783955038,0.807088137,0.849217296,0.932525456,0.888923705,0.416666667,0.416666667,0.416666667,39.93070209,37.64373231,17.71232964,14.82326592,20.04815102,12.57021904,-3.646767216,-3.805789664,0.01089588
556,556,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",fl,"china is adopting many aspects of american culture . not sure if that 's a good thing though . i heard at billy mays ' funeral , the pallbearers wore blue shirts and khakis , which i find to be disgraceful .",New Human Generated,0,1,1,1,1,2,poor,poor,poor,poor,poor,poor,0.95833961,0.958509245,0.853402405,1.753246959,0.980219738,1.100743591,69.85651398,0.25168959,-1.333730459,-1.045624495,0.045558087,0.752969951,0.831628084,0.783955038,0.807088137,0.849217296,0.932525456,0.888923705,0.416666667,0.416666667,0.416666667,39.93070209,37.64373231,17.71232964,14.82326592,20.04815102,12.57021904,-3.646767216,-3.805789664,0.01089588
557,557,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
","the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",yf,"china is adopting many aspects of american culture . not sure if that 's a good thing though . i heard at billy mays ' funeral , the pallbearers wore blue shirts and khakis , which i find to be disgraceful .",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.95833961,0.958509245,0.853402405,1.753246959,0.980219738,1.100743591,69.85651398,0.25168959,-1.333730459,-1.045624495,0.045558087,0.752969951,0.831628084,0.783955038,0.807088137,0.849217296,0.932525456,0.888923705,0.416666667,0.416666667,0.416666667,39.93070209,37.64373231,17.71232964,14.82326592,20.04815102,12.57021904,-3.646767216,-3.805789664,0.01089588
558,558,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",sm,"really ? i think they are all cariledge , no ? 
",Original Ground Truth,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.998572387,0.998736564,0.977692584,0.566971144,0.884237015,0.885241939,471.2641907,0,-1.958582759,-1.562946558,0.016334283,0.016334283,0.816699326,0.752514839,0.783294499,0.781295359,0.74918443,0.764903009,0.034188034,0.034188034,0.034188034,10.38151407,8.785571277,3.351343513,2.464295588,3.942568064,3.114541054,-3.44123916,-4.310955479,2.97E-05
559,559,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",fl,"really ? i think they are all cariledge , no ? 
",Original Ground Truth,1,2,3,2,1,3,poor,poor,poor,moderate,poor,moderate,0.998572387,0.998736564,0.977692584,0.566971144,0.884237015,0.885241939,471.2641907,0,-1.958582759,-1.562946558,0.016334283,0.016334283,0.816699326,0.752514839,0.783294499,0.781295359,0.74918443,0.764903009,0.034188034,0.034188034,0.034188034,10.38151407,8.785571277,3.351343513,2.464295588,3.942568064,3.114541054,-3.44123916,-4.310955479,2.97E-05
560,560,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",yf,"really ? i think they are all cariledge , no ? 
",Original Ground Truth,0,2,2,2,1,2,poor,poor,poor,poor,poor,poor,0.998572387,0.998736564,0.977692584,0.566971144,0.884237015,0.885241939,471.2641907,0,-1.958582759,-1.562946558,0.016334283,0.016334283,0.816699326,0.752514839,0.783294499,0.781295359,0.74918443,0.764903009,0.034188034,0.034188034,0.034188034,10.38151407,8.785571277,3.351343513,2.464295588,3.942568064,3.114541054,-3.44123916,-4.310955479,2.97E-05
561,561,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",sm,"i 'm not sure . i 'm sure they were really strong .
",Argmax Decoding,1,3,3,2,1,3,poor,moderate,poor,moderate,poor,moderate,0.999850364,0.999858815,0.944882312,0.010275716,0.036694287,0.598312299,63.83164215,0,-1.749141216,-1.480661631,0.01632515,0.01632515,0.825739086,0.755843878,0.789246976,0.761498809,0.748631477,0.755010307,0.033898305,0.033898305,0.033898305,9.984341383,8.06486702,4.190354899,3.409850389,5.426345825,3.4091959,-3.413449417,-4.271514917,2.89E-05
562,562,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",fl,"i 'm not sure . i 'm sure they were really strong .
",Argmax Decoding,1,2,3,2,1,3,poor,poor,poor,moderate,poor,moderate,0.999850364,0.999858815,0.944882312,0.010275716,0.036694287,0.598312299,63.83164215,0,-1.749141216,-1.480661631,0.01632515,0.01632515,0.825739086,0.755843878,0.789246976,0.761498809,0.748631477,0.755010307,0.033898305,0.033898305,0.033898305,9.984341383,8.06486702,4.190354899,3.409850389,5.426345825,3.4091959,-3.413449417,-4.271514917,2.89E-05
563,563,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",yf,"i 'm not sure . i 'm sure they were really strong .
",Argmax Decoding,1,2,2,1,1,3,poor,poor,poor,poor,poor,moderate,0.999850364,0.999858815,0.944882312,0.010275716,0.036694287,0.598312299,63.83164215,0,-1.749141216,-1.480661631,0.01632515,0.01632515,0.825739086,0.755843878,0.789246976,0.761498809,0.748631477,0.755010307,0.033898305,0.033898305,0.033898305,9.984341383,8.06486702,4.190354899,3.409850389,5.426345825,3.4091959,-3.413449417,-4.271514917,2.89E-05
564,564,"_nofact
","hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",sm,"i did not know that . i wonder if they ever had that rule ?
",Nucleus Decoding (p = 0.3),0,2,2,2,1,2,poor,poor,poor,poor,poor,poor,0.998807329,0.998860317,0.942882758,0.69188468,0.915950103,0.909677037,63.29576874,0,-1.646150589,-1.630319834,0.016764459,0.016764459,0.827762842,0.76040864,0.792657554,0.777039647,0.745494127,0.760940075,0.050561798,0.050561798,0.050561798,11.54499257,9.657397866,3.867658108,2.826386705,4.346277237,2.813185215,-3.438192261,-4.325584123,2.95E-05
