,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
152,152,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",mckenna,"i never used a loom but will have to try sometime .
",Original Ground Truth,1,3,3,2,0,5,poor,moderate,poor,moderate,poor,high,0.99991178,0.999914467,0.002263623,0.999445301,0.998887353,0.800084505,89.00068665,0,-1.822646976,-1.719581485,0.044301738,0.046948357,0.849372685,0.793957591,0.820730746,0.82614094,0.823270023,0.824703038,0.127659574,0.127659574,0.127659574,9.980176091,8.96303761,3.44976148,1.207900653,4.159160614,1.690579653,-3.601665507,-3.120842676,0.038250014
153,153,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",shikib,"i like red . i dyed my hair red .
",KV-MemNN,1,3,1,3,1,3,poor,moderate,moderate,poor,poor,moderate,0.999762571,0.99977523,0.905515197,0.483515624,0.168522816,0.711418288,119.0669479,0,-2.212882519,-1.319677353,0.022209883,0.070754717,0.874156594,0.798612833,0.834678888,0.865318596,0.834858894,0.849815905,0.181818182,0.181818182,0.181818182,7.575685859,7.199491024,3.883195102,2.786157332,5.318893909,3.815861225,-3.74022833,-3.128510692,0.038652983
154,154,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",maxine,"i like red . i dyed my hair red .
",KV-MemNN,1,3,1,3,1,3,poor,moderate,moderate,poor,poor,moderate,0.999762571,0.99977523,0.905515197,0.483515624,0.168522816,0.711418288,119.0669479,0,-2.212882519,-1.319677353,0.022209883,0.070754717,0.874156594,0.798612833,0.834678888,0.865318596,0.834858894,0.849815905,0.181818182,0.181818182,0.181818182,7.575685859,7.199491024,3.883195102,2.786157332,5.318893909,3.815861225,-3.74022833,-3.128510692,0.038652983
155,155,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",mckenna,"i like red . i dyed my hair red .
",KV-MemNN,1,3,1,3,1,4,poor,moderate,moderate,poor,poor,high,0.999762571,0.99977523,0.905515197,0.483515624,0.168522816,0.711418288,119.0669479,0,-2.212882519,-1.319677353,0.022209883,0.070754717,0.874156594,0.798612833,0.834678888,0.865318596,0.834858894,0.849815905,0.181818182,0.181818182,0.181818182,7.575685859,7.199491024,3.883195102,2.786157332,5.318893909,3.815861225,-3.74022833,-3.128510692,0.038652983
156,156,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",shikib,"i love to sew and make clothes .
",Seq2Seq,1,3,2,2,0,4,poor,moderate,poor,poor,poor,high,0.999850979,0.999864534,0.043163559,0.983099789,0.934911676,0.792178107,81.26908112,0.003750907,-1.891215324,-1.623934746,0.019455253,0.047393365,0.87232846,0.791663885,0.830040932,0.844632864,0.824117899,0.834249258,0.093023256,0.093023256,0.093023256,5.984534919,5.47200793,3.088786364,1.035215611,3.594944954,2.028115034,-3.678438626,-3.015515016,0.037392706
157,157,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",maxine,"i love to sew and make clothes .
",Seq2Seq,1,3,3,3,0,5,poor,moderate,moderate,moderate,poor,high,0.999850979,0.999864534,0.043163559,0.983099789,0.934911676,0.792178107,81.26908112,0.003750907,-1.891215324,-1.623934746,0.019455253,0.047393365,0.87232846,0.791663885,0.830040932,0.844632864,0.824117899,0.834249258,0.093023256,0.093023256,0.093023256,5.984534919,5.47200793,3.088786364,1.035215611,3.594944954,2.028115034,-3.678438626,-3.015515016,0.037392706
158,158,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",mckenna,"i love to sew and make clothes .
",Seq2Seq,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999850979,0.999864534,0.043163559,0.983099789,0.934911676,0.792178107,81.26908112,0.003750907,-1.891215324,-1.623934746,0.019455253,0.047393365,0.87232846,0.791663885,0.830040932,0.844632864,0.824117899,0.834249258,0.093023256,0.093023256,0.093023256,5.984534919,5.47200793,3.088786364,1.035215611,3.594944954,2.028115034,-3.678438626,-3.015515016,0.037392706
159,159,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",shikib,"i like to eat fish .
",Language Model,1,3,1,2,0,3,poor,moderate,poor,poor,poor,moderate,0.999828687,0.999848286,0.013258993,0.002941488,0.000217928,0.403219076,108.6613083,0,-2.125127316,-1.927010775,0.011129661,0.035714286,0.859668851,0.792271733,0.824595392,0.858661354,0.8316589,0.844944417,0.097560976,0.097560976,0.097560976,4.20509249,3.955420315,1.078270243,0.993203965,2.751330376,1.724168777,-3.697790191,-3.088272016,0.037609596
160,160,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",maxine,"i like to eat fish .
",Language Model,1,3,2,2,0,3,poor,moderate,poor,poor,poor,moderate,0.999828687,0.999848286,0.013258993,0.002941488,0.000217928,0.403219076,108.6613083,0,-2.125127316,-1.927010775,0.011129661,0.035714286,0.859668851,0.792271733,0.824595392,0.858661354,0.8316589,0.844944417,0.097560976,0.097560976,0.097560976,4.20509249,3.955420315,1.078270243,0.993203965,2.751330376,1.724168777,-3.697790191,-3.088272016,0.037609596
161,161,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",mckenna,"i like to eat fish .
",Language Model,1,3,1,2,0,3,poor,moderate,poor,poor,poor,moderate,0.999828687,0.999848286,0.013258993,0.002941488,0.000217928,0.403219076,108.6613083,0,-2.125127316,-1.927010775,0.011129661,0.035714286,0.859668851,0.792271733,0.824595392,0.858661354,0.8316589,0.844944417,0.097560976,0.097560976,0.097560976,4.20509249,3.955420315,1.078270243,0.993203965,2.751330376,1.724168777,-3.697790191,-3.088272016,0.037609596
162,162,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",shikib,"cool ! do you celebrate christmas ? as a christian , it's one of my favorite times of the year !
",New Human Generated,1,3,2,3,1,4,poor,moderate,moderate,poor,poor,high,0.999185954,0.999195299,0.948130481,2.02565282,0.97964456,1.190361823,29.55748367,0,-1.549066424,-1.456951737,0.05468006,0.068807339,0.863488555,0.806543231,0.834045053,0.832890153,0.833995223,0.833442271,0.148148148,0.148148148,0.148148148,19.95400345,18.78304499,5.674181849,5.250731754,7.009846687,5.361737251,-3.936242367,-2.962778009,0.03844337
163,163,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",maxine,"cool ! do you celebrate christmas ? as a christian , it's one of my favorite times of the year !
",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.999185954,0.999195299,0.948130481,2.02565282,0.97964456,1.190361823,29.55748367,0,-1.549066424,-1.456951737,0.05468006,0.068807339,0.863488555,0.806543231,0.834045053,0.832890153,0.833995223,0.833442271,0.148148148,0.148148148,0.148148148,19.95400345,18.78304499,5.674181849,5.250731754,7.009846687,5.361737251,-3.936242367,-2.962778009,0.03844337
164,164,"your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
",mckenna,"cool ! do you celebrate christmas ? as a christian , it's one of my favorite times of the year !
",New Human Generated,1,3,1,2,1,4,poor,moderate,poor,poor,poor,high,0.999185954,0.999195299,0.948130481,2.02565282,0.97964456,1.190361823,29.55748367,0,-1.549066424,-1.456951737,0.05468006,0.068807339,0.863488555,0.806543231,0.834045053,0.832890153,0.833995223,0.833442271,0.148148148,0.148148148,0.148148148,19.95400345,18.78304499,5.674181849,5.250731754,7.009846687,5.361737251,-3.936242367,-2.962778009,0.03844337
165,165,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",shikib,"so what else do you like to do besides make documentaries ?
",Original Ground Truth,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.999434761,0.99941489,0.65041421,0.988370608,0.929409086,0.913408711,52.75355911,0,-1.189716101,-1.519864798,0.047284644,0.047284644,0.865201235,0.784114838,0.822664797,0.835500479,0.817958236,0.826636314,0.087591241,0.087591241,0.087591241,9.202206731,8.353834212,4.252292931,2.513583321,3.960631371,2.079450607,-3.074540557,-3.036577822,0.016628465
166,166,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",maxine,"so what else do you like to do besides make documentaries ?
",Original Ground Truth,1,3,3,2,0,4,poor,moderate,poor,moderate,poor,high,0.999434761,0.99941489,0.65041421,0.988370608,0.929409086,0.913408711,52.75355911,0,-1.189716101,-1.519864798,0.047284644,0.047284644,0.865201235,0.784114897,0.822664857,0.835500479,0.817958236,0.826636314,0.087591241,0.087591241,0.087591241,9.202206731,8.353834212,4.252292931,2.513583321,3.960631371,2.079450607,-3.074540557,-3.036577822,0.016628465
167,167,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",mckenna,"so what else do you like to do besides make documentaries ?
",Original Ground Truth,1,3,3,1,0,5,poor,moderate,poor,moderate,poor,high,0.999434761,0.99941489,0.65041421,0.988370608,0.929409086,0.913408711,52.75355911,0,-1.189716101,-1.519864798,0.047284644,0.047284644,0.865201235,0.784114838,0.822664797,0.835500479,0.817958236,0.826636314,0.087591241,0.087591241,0.087591241,9.202206731,8.353834212,4.252292931,2.513583321,3.960631371,2.079450607,-3.074540557,-3.036577822,0.016628465
168,168,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",shikib,"he is awesome . he is a musician and his music ironic for my life
",KV-MemNN,0,1,2,1,0,2,poor,poor,poor,poor,poor,poor,0.998572321,0.998697087,0.000853471,1.9674087,0.935730121,0.98025234,130.4805756,0,-1.416955948,-1.420574665,0.066399832,0.088279273,0.847636044,0.792749763,0.819274664,0.860158563,0.821918249,0.840603709,0.178571429,0.178571429,0.178571429,11.58648533,11.33966398,2.678444028,2.599149479,4.814419746,3.378254414,-3.053491467,-3.113257261,0.016974576
169,169,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",maxine,"he is awesome . he is a musician and his music ironic for my life
",KV-MemNN,0,1,1,2,0,1,poor,poor,poor,poor,poor,poor,0.998572321,0.998697087,0.000853471,1.9674087,0.935730121,0.98025234,130.4805756,0,-1.416955948,-1.420574665,0.066399832,0.088279273,0.847636044,0.792749763,0.819274664,0.860158563,0.821918249,0.840603709,0.178571429,0.178571429,0.178571429,11.58648533,11.33966398,2.678444028,2.599149479,4.814419746,3.378254414,-3.053491467,-3.113257261,0.016974576
170,170,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",mckenna,"he is awesome . he is a musician and his music ironic for my life
",KV-MemNN,1,1,3,2,0,2,poor,poor,poor,moderate,poor,poor,0.998572321,0.998697087,0.000853471,1.9674087,0.935730121,0.98025234,130.4805756,0,-1.416955948,-1.420574665,0.066399832,0.088279273,0.847636044,0.792749763,0.819274664,0.860158563,0.821918249,0.840603709,0.178571429,0.178571429,0.178571429,11.58648533,11.33966398,2.678444028,2.599149479,4.814419746,3.378254414,-3.053491467,-3.113257261,0.016974576
171,171,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",shikib,"i am not sure . i am a musician .
",Seq2Seq,0,1,1,1,0,1,poor,poor,poor,poor,poor,poor,0.999560228,0.999579635,0.834457278,1.037708445,0.311703713,0.83660186,52.79841614,0.00755078,-1.608359098,-1.504156828,0.03375844,0.146933839,0.866361976,0.791623533,0.827308238,0.879888296,0.822964549,0.850474954,0.24,0.24,0.24,7.802852988,7.450665116,1.258594543,0.985593878,3.029921055,2.734882116,-3.079790223,-3.080632602,0.017459348
172,172,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",maxine,"i am not sure . i am a musician .
",Seq2Seq,0,2,1,2,1,2,poor,poor,poor,poor,poor,poor,0.999560228,0.999579635,0.834457278,1.037708445,0.311703713,0.83660186,52.79841614,0.00755078,-1.608359098,-1.504156828,0.03375844,0.146933839,0.866361976,0.791623592,0.827308238,0.879888296,0.822964549,0.850474954,0.24,0.24,0.24,7.802852988,7.450665116,1.258594543,0.985593878,3.029921055,2.734882116,-3.079790223,-3.080632602,0.017459348
173,173,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",mckenna,"i am not sure . i am a musician .
",Seq2Seq,1,2,1,1,1,2,poor,poor,poor,poor,poor,poor,0.999560228,0.999579635,0.834457278,1.037708445,0.311703713,0.83660186,52.79841614,0.00755078,-1.608359098,-1.504156828,0.03375844,0.146933839,0.866361976,0.791623592,0.827308238,0.879888296,0.822964549,0.850474954,0.24,0.24,0.24,7.802852988,7.450665116,1.258594543,0.985593878,3.029921055,2.734882116,-3.079790223,-3.080632602,0.017459348
174,174,"your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
",shikib,"i am sorry to hear that . do you have any hobbies ?
",Language Model,1,3,2,2,0,3,poor,moderate,poor,poor,poor,moderate,0.99638106,0.996535701,0.007548313,0.607456012,0.754229942,0.672430205,48.67824554,0.031038161,-1.222376227,-1.444894552,0.055228085,0.077338877,0.905757189,0.809497774,0.854926407,0.833194852,0.822243214,0.827682793,0.150943396,0.150943396,0.150943396,10.76077908,8.921045184,3.84768641,0.365591787,3.799125433,1.65190506,-3.068917323,-2.958906949,0.016470803
