,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,source,system_id,system_output,context,understandability,naturalness,coherence,engagingness,groundedness,overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met
178,178,178,178,"hello ! are you a fan of country music ? 
 hi ! yes , but do you agree that people should refer to country music as also hillbilly music ? 
 lol no . that 's funny . george strait and jeff bezos are cousins . that 's something i never knew before . 
 yeah i agree ! wow , they really are ? i wonder if george strait 's albums are promoted on amazon site , do you know ? 
 that 's interesting . i would be curious . there is only 2 african americans in the country music hall of fame . i wonder who they are ? 
 i 'm not sure either . i do n't recall any african american artists in country music . do you know what the fender stratocaster is ? 
 i remember charley pride . he might be one . ... and yes ! it 's a guitar . i think a lot jazz and some blues musicians use it . 
 oh ! fender , i see that now ! thanks for clarifying ! do you play any instruments ? 

",Nucleus Decoding (p = 0.7),i do love the guitar . did you know u2 opened for themselves ?,"u2 opened for themselves at a few shows in 1987 . they were introduced as "" the dalton brothers from galveston , texas , "" and they played country music while disguised in wigs and costumes .
",1,3,2.333333333,2.666666667,0.666666667,4,poor,moderate,poor,poor,poor,high,0.919847317,0.928981814,0.818947792,1.007909824,0.993502885,0.933837926,197.1821136,0.053820224,-1.821211934,-1.405496597,0.032582938,0.162103746,0.862808764,0.777461469,0.817914724,0.881079435,0.822190046,0.850616753,0.23255814,0.23255814,0.23255814,12.12058061,11.58026135,5.281118155,3.998083085,5.320370674,4.082484245,-4.036761389,-4.903431176
179,179,179,179,"hello ! are you a fan of country music ? 
 hi ! yes , but do you agree that people should refer to country music as also hillbilly music ? 
 lol no . that 's funny . george strait and jeff bezos are cousins . that 's something i never knew before . 
 yeah i agree ! wow , they really are ? i wonder if george strait 's albums are promoted on amazon site , do you know ? 
 that 's interesting . i would be curious . there is only 2 african americans in the country music hall of fame . i wonder who they are ? 
 i 'm not sure either . i do n't recall any african american artists in country music . do you know what the fender stratocaster is ? 
 i remember charley pride . he might be one . ... and yes ! it 's a guitar . i think a lot jazz and some blues musicians use it . 
 oh ! fender , i see that now ! thanks for clarifying ! do you play any instruments ? 

",New Human Generated,"i wish i could play instruments . did you know u2 , an irish rock band , opened for themselves at a few shows by dressing in wigs and playing country music ! it would have been pretty funny if their fake band gained a fanbase !","u2 opened for themselves at a few shows in 1987 . they were introduced as "" the dalton brothers from galveston , texas , "" and they played country music while disguised in wigs and costumes .
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.956146013,0.954062109,0.989375178,2.115190512,0.999762173,1.202907197,88.28656769,0.205645997,-1.17154479,-0.768515766,0.083922413,0.414177745,0.843362868,0.797102094,0.819580197,0.869322777,0.872345328,0.87083143,0.356164384,0.356164384,0.356164384,40.86880261,39.04926801,19.52523822,17.61042196,19.99798775,11.4284296,-4.108896326,-4.894103428
180,180,180,180,"the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",Original Ground Truth,basically the more clothes you wore the better you looked to others . ,"at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
",0.666666667,2.333333333,2.333333333,2,0,3.333333333,poor,poor,poor,poor,poor,moderate,0.999903956,0.999899537,0.956040002,0.990519205,0.958188305,0.980910201,114.9694595,0,-1.678047657,-1.158608556,0.019193858,0.076923077,0.827046573,0.754708946,0.789223611,0.856991172,0.816229701,0.83611393,0.166666667,0.166666667,0.166666667,10.69503003,10.58463204,4.493827164,4.716970772,4.743641853,3.340926647,-3.512859812,-4.909609974
181,181,181,181,"the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",Argmax Decoding,"i think it was the pallbearers at billy mays funeral , i think that was a great funeral","at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
",0,1.666666667,1,1.333333333,0.666666667,1.333333333,poor,poor,poor,poor,poor,poor,0.950441825,0.952659988,0.001505033,0.998948409,0.999567968,0.780624645,65.09771729,0,-1.705066681,-0.868188918,0.019157088,0.416666667,0.818570852,0.772658885,0.794952512,0.899924576,0.885240138,0.892521918,0.413793103,0.413793103,0.413793103,16.30915201,15.08408618,6.703804612,6.423496574,7.209348679,2.907604694,-3.518180103,-4.958054396
182,182,182,182,"the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",Nucleus Decoding (p = 0.3),"i have not , i know that the pallbearers wore blue shirts and khaki pants","at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
",0,1.666666667,1,1,0.666666667,1,poor,poor,poor,poor,poor,poor,0.951947735,0.956253319,0.065814768,0.999516277,0.999476607,0.794601741,84.59770966,0.612808133,-1.822761297,-1.070147753,0.01726122,0.60546875,0.820898533,0.762565672,0.79065764,0.918590546,0.918751478,0.918671012,0.615384615,0.615384615,0.615384615,14.29880828,12.45918381,7.475324333,4.870568186,6.343967438,3.021822453,-3.517059342,-4.963494036
183,183,183,183,"the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",Nucleus Decoding (p = 0.5),"well i have to say that the pallbearers wore blue shirts and khaki pants , that s pretty cool","at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
",0.333333333,1.666666667,1.333333333,1.666666667,0.666666667,1.333333333,poor,poor,poor,poor,poor,poor,0.963474747,0.966358718,0.152687776,0.999025105,0.999554068,0.816220083,59.00290298,0.456788333,-1.677574635,-0.863608062,0.024339334,0.587660846,0.818615139,0.775948167,0.796710908,0.897414148,0.918266356,0.907720506,0.533333333,0.533333333,0.533333333,17.91075134,16.08560205,8.923780527,7.975271076,8.448760986,3.622460604,-3.509795001,-4.971674519
184,184,184,184,"the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",Nucleus Decoding (p = 0.7),"yes , they wore blue shirts and khaki pants in the billy mays funeral","at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
",0.666666667,2,1,1.333333333,0.666666667,1.666666667,poor,poor,poor,poor,poor,poor,0.930326674,0.940386872,0.091975834,0.999032229,0.999857558,0.792315833,164.2855988,0.461736631,-1.915278435,0.050480407,0.011511896,0.738931298,0.810508192,0.75376451,0.781107187,0.949049532,0.932641566,0.940773964,0.8,0.8,0.8,14.1018579,12.06248754,8.906865895,6.535393864,8.156677246,3.099740267,-3.521319545,-4.918498374
185,185,185,185,"the telephone is a great invention , 
 absolutely ! love the telephone ! 
 it makes life a lot more easier , i can check the mail , call and even watch funny videos just by using my phone 
 an iphone has more computing power than the entire us nuclear icbm deterrent . 
 that is kind of scary i own an iphone , did nt know i was packing so much power in my front pocket 
 yeah , better be careful ! people use phones for eveything now , i ve seen in movies they attach it to bombs and stuff . 
 powerful weapons if used in the wrong hands , scary since everyone has access to them 
 yeah , seriously . i hear there 's a company that will donate a day of clean water for every minute you do n't use your phone ! 
 that is really admirable , donating water to children in need , an awesome campaign 
 yeah great thing to do , water is essential . 
 it is , just like phones have also become essential in our lives , interesting fact about phonebooks , its impossible to separate two of them with their pages fully overlapped 
 lol i never tried but i believe you . do you like clothing ? did you know polo shirts were actually meant for tennis players ? 
 i did nt know that , always thought it was meant for the polo sport or maybe that the polo brand created them 
 same here , yeah a tennis player created them 
 i looks like polo player took the credit then , did you hear about the cultural revolution in china ? 
 no i have nt what s that about ? 

",New Human Generated,"china is adopting many aspects of american culture . not sure if that 's a good thing though . i heard at billy mays ' funeral , the pallbearers wore blue shirts and khakis , which i find to be disgraceful .","at billy mays ' funeral the pallbearers wore blue shirts and khaki pants
",0.666666667,2.333333333,2.333333333,2.333333333,1,4,poor,poor,poor,poor,poor,high,0.95833961,0.958509245,0.976979455,1.922827956,0.987971724,1.160925598,69.85651398,0.25168959,-1.333729982,-1.045624018,0.045558087,0.752969951,0.834684134,0.785524249,0.809358418,0.864660859,0.947324157,0.904106975,0.416666667,0.416666667,0.416666667,39.62347102,37.22682756,18.21748018,17.14318535,20.26378632,10.57136631,-3.646767216,-4.854239115
186,186,186,186,"hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",Original Ground Truth,"really ? i think they are all cariledge , no ? ","_nofact
",0.666666667,2.333333333,2.666666667,2.333333333,1,3.333333333,poor,poor,poor,poor,poor,moderate,0.998572387,0.998736564,0.880883889,1.166879626,0.982781672,1.005570828,438.4541626,0,-1.958582878,-1.562946796,0.016334283,0.016334283,0.818537652,0.756052792,0.786055446,0.790312707,0.82256645,0.806117117,0.034188034,0.034188034,0.034188034,10.36190134,10.36170024,3.265347123,2.585864171,3.879688501,3.266132116,-3.44123916,-4.938686952
187,187,187,187,"hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",Argmax Decoding,i 'm not sure . i 'm sure they were really strong .,"_nofact
",1,2.333333333,2.666666667,1.666666667,1,3,poor,poor,poor,poor,poor,moderate,0.916083614,0.924672863,0.031645613,0.011757634,0.942494655,0.565330876,69.74537659,0,-1.749141097,-1.480661631,0.01632515,0.01632515,0.831709862,0.756321788,0.792226374,0.780079186,0.822988808,0.800959706,0.033898305,0.033898305,0.033898305,9.984520555,9.99007684,4.192075729,4.182272404,5.407949448,3.81764698,-3.413449417,-4.943183945
188,188,188,188,"hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",Nucleus Decoding (p = 0.3),i did not know that . i wonder if they ever had that rule ?,"_nofact
",0.333333333,2,2.666666667,2,1,2.333333333,poor,poor,poor,poor,poor,poor,0.952446546,0.954757088,0.919586458,0.936198144,0.944108713,0.94141939,74.59480286,0,-1.646150351,-1.630319595,0.016764459,0.016764459,0.828021646,0.759787321,0.792438328,0.792755902,0.81678617,0.804591656,0.050561798,0.050561798,0.050561798,11.56500083,11.57841206,4.018726021,3.902530551,4.277407646,4.388954639,-3.438192261,-4.911761665
189,189,189,189,"hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",Nucleus Decoding (p = 0.5),i did n't know that !,"_nofact
",1,2.333333333,2.333333333,1.333333333,1,2.333333333,poor,poor,poor,poor,poor,poor,0.692250115,0.707943904,0.909203495,0.955800988,0.880921788,0.829224058,219.9176941,0,-1.995545864,-1.538462996,0.011943666,0.011943666,0.826752961,0.740093589,0.781026781,0.817133784,0.816337347,0.816735327,0.034383954,0.034383954,0.034383954,4.882219255,4.886768103,1.793034375,1.273303688,2.304791689,3.846971989,-3.438238419,-4.913703191
190,190,190,190,"hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",Nucleus Decoding (p = 0.7),"i have no clue , they are really strong creatures","_nofact
",1,2.666666667,3,2,0.666666667,3.333333333,poor,poor,poor,moderate,poor,moderate,0.919064316,0.930205364,0.984050185,0.998476256,0.894738932,0.945307011,129.1437531,0,-1.581888676,-1.389508486,0.009792949,0.009792949,0.835505784,0.753056943,0.792141736,0.813447535,0.821339786,0.817374587,0.034090909,0.034090909,0.034090909,7.254723191,7.256244004,2.895438075,0.751716241,3.162552118,2.181000948,-3.413278024,-4.938449944
191,191,191,191,"hi , how are you ? 
 i am good , thank you . i enjoy travel . do you ? 
 i do but i am a worrying traveler . where is the best place you have been to ? 
 i have not been out of the country but several places in the country . i like chicago a lot . did you know that all of japans highways are tolls ? 
 that 's got ta be expensive ! what 's the best place in chicago ? where should i go when i visit ? 
 i like the natural history museum and millennium park . lou malnati 's has amazing pizza . it is very expensive to travel in japan . it costs more than $ 300 to travel across the country . 
 that 's a lot . i can not imagine having to pay that in tolls . i do like lou 's pizza . have you been to wrigley field ? i should ask first if you are a baseball fan ... 
 i have not . we did stop outside of soldier field but did n't get to go in . did you know that iceland has no public rail service ? 
 that 's odd . soldier field is just ok . the shedd is really good though . where else , besides chicago do you like going ? 
 i enjoyed the mountains of tennessee . they are beautiful . we got a cabin with an amazing view . i would go to a lot more places if you could get there faster . the dutch are working on that . they are creating a commuter bus that goes 160 mph . that would be great . 
 can you imagine the movie speed on that bus ! ! ! ! holy smokes ! 
 ha ha , yes that would change that movie quite a bit . back to iceland , most do n't have cars and travel between towns by flight ! 
 really . seems a little overkill but what do i know ... i want to go there and see the northern lights some day . 
 that would be a beautiful sight . off topic but how do you feel about sharks ? 
 i 'm for em ! 
 they are very interesting . did you know that they do n't have rib cages ? 

",New Human Generated,wow really ? so their heart is unprotected ?,"_nofact
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.902058685,0.90980973,0.90183763,1.070861147,0.978383647,0.952590168,931.2384644,0,-1.822608829,-1.588983536,0.005597537,0.005597537,0.833838165,0.748938262,0.789111197,0.807207108,0.816353977,0.811754704,0.011428571,0.011428571,0.011428571,7.187739968,7.1921224,2.972584873,1.856156513,3.347673655,2.164147615,-3.448604918,-4.94134466
192,192,192,192,"hi , do you watch football ? 
 a bit but not regularly . i did see the beginning of the superbowl a few weeks ago , but i only have a passing knowledge of football 
 i see . do you know who reggie miller is ? 
 do you mean the basketball player on the hall of fame ? otherwise , i do n't know a reggie miller in football 
 i meant to say alex smith , not sure why i was thinking of reggie . 
 i do n't know much but i think he was a quarterback . correct me if i 'm wrong 
 yeah he is and he was so good in school he wrapped up a college degree in two years 
 wow he must be brilliant or a very hard worker . i like quarterbacks since they lead the offense . 
 that is true . i think it is a bit of both . he took many ap tests , that 's why 
 while i do n't know much about alex , i tend to follow players like kellan moore who is the only left handed quarterback in the nfl 
 that is amazing , amongst so many players he is the only one 
 i mean i know it is inherently harder if you are left handed as a qb 
 yeah . and baker mayfield once considered quitting to become a competitive gamer 
 i also think brady johnson is impressive as well since he has even thrown a touchdown pass to himself 
 that i would like to see . do you know who created the circular huddle ? 
 i do n't know his name , but i think he was deaf right ? what is his name ? 
 yeah he was deaf . his name was paul hubbard 
 in any case , i like following players like tom brady , brady jonson , and etc 

",Original Ground Truth,they are all great players . did you know women can also play in the nfl ,"the nfl has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements .
",1,2.333333333,2.666666667,2.666666667,1,4.333333333,poor,poor,poor,poor,poor,high,0.991232395,0.990195443,0.999001218,1.633211971,0.996021494,1.121932504,92.59194183,0,-1.59367156,-1.182693005,0.019230769,0.165975104,0.864058971,0.772807419,0.815889716,0.893969178,0.876251996,0.885021925,0.315789474,0.315789474,0.315789474,13.41998565,13.28441054,5.490761727,4.346555173,5.238545418,4.0436759,-3.764688531,-3.970417142
193,193,193,193,"hi , do you watch football ? 
 a bit but not regularly . i did see the beginning of the superbowl a few weeks ago , but i only have a passing knowledge of football 
 i see . do you know who reggie miller is ? 
 do you mean the basketball player on the hall of fame ? otherwise , i do n't know a reggie miller in football 
 i meant to say alex smith , not sure why i was thinking of reggie . 
 i do n't know much but i think he was a quarterback . correct me if i 'm wrong 
 yeah he is and he was so good in school he wrapped up a college degree in two years 
 wow he must be brilliant or a very hard worker . i like quarterbacks since they lead the offense . 
 that is true . i think it is a bit of both . he took many ap tests , that 's why 
 while i do n't know much about alex , i tend to follow players like kellan moore who is the only left handed quarterback in the nfl 
 that is amazing , amongst so many players he is the only one 
 i mean i know it is inherently harder if you are left handed as a qb 
 yeah . and baker mayfield once considered quitting to become a competitive gamer 
 i also think brady johnson is impressive as well since he has even thrown a touchdown pass to himself 
 that i would like to see . do you know who created the circular huddle ? 
 i do n't know his name , but i think he was deaf right ? what is his name ? 
 yeah he was deaf . his name was paul hubbard 
 in any case , i like following players like tom brady , brady jonson , and etc 

",Argmax Decoding,"yeah , i wonder if he ever played in the nfl , i think it would be interesting to see a woman play in the nfl","the nfl has no written rule against female players ; women would in fact be allowed if they met the league 's eligibility requirements .
",0.333333333,2.333333333,2,2,0.666666667,3,poor,poor,poor,poor,poor,moderate,0.951082559,0.955341256,0.755966848,0.999632947,0.99778128,0.931960978,26.89701462,0,-1.211049914,-0.910502851,0.038057274,0.139442231,0.867138088,0.781022429,0.821830571,0.881770492,0.864853024,0.873229802,0.29787234,0.29787234,0.29787234,23.75804818,23.58954412,9.07484404,8.115513256,11.10665131,7.237789631,-2.932963517,-4.027468085
